Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Backout plan),Custom field (Begin Date),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Design),Custom field (Development),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Product categorization),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Urgency),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Status Category,Status Category Changed
[TC]- Tutorials sorting box control.,TOB-209,10233,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:54 AM,22/Feb/24 11:59 AM,05/Mar/24 6:02 PM,22/Feb/24 11:59 AM,,0,"Kullanıcı eğitimleri sıralamak istediğinde seçim kutu yardımı ile sıralama yapabilmeli.Bu kutuya tıladığında klavyeden de giriş sağlayabilmeli.Seçim kutusunda 4 farklı sıralama başlığı bulunmalıdır.Bu başlıkları;
-Adına Göre(A-Z)
-Adına Göre(Z-A)
-Tarihe Göre(Y-E)
-Tarihe Göre(E-Y)
şekline olmalıdır.Varsayılan olarak “-Adına Göre(A-Z)” şeklinde olarak ekranda gösterilmeli.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3a0f82aa,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bd:9,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_717891362_*|*_3_*:*_1_*:*_13187022_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 11:59 AM
[TC]- Control to make a selection by entering characters from the keyboard in the Select an institution box.,TOB-208,10232,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:50 AM,21/Feb/24 11:26 PM,05/Mar/24 6:02 PM,21/Feb/24 11:26 PM,,0,Kullanıcı kurum seçiniz kutusuna istediği bir karakteri girip kurum araması yapabilmesi kontrolü.,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3dd130a0,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:mm,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_676698108_*|*_3_*:*_1_*:*_9418295_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 11:26 PM
"[TC]-If your institution is selected, close the program.",TOB-207,10231,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:40 AM,21/Feb/24 11:40 PM,05/Mar/24 6:02 PM,21/Feb/24 11:40 PM,,0,"Kullanıcı seçilen kurumu değiştirmek istediğinde çarpı ikonu ile iptal edebilmeli.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3eeccfc1,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:m9,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_677331763_*|*_3_*:*_1_*:*_10298876_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 11:40 PM
[TC]-Select institution box control,TOB-206,10230,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:36 AM,22/Feb/24 12:08 AM,22/Feb/24 5:40 PM,22/Feb/24 12:08 AM,,0,"Kullanıcının kurum seçin kutusu içinde “Kurum Seçiniz ”yazısı varsayılan olarak gelmelidir.Bu seçim kutusuna tıklandığında sistemde kayıtlı olan kurumlar açılır liste şeklinde ekranda gösterilmelidir.Kullanıcı seçim kutusuna tıkladığında klavyeden de giriş sağlayabilmelidir.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@61214bf4,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:9,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_677563825_*|*_3_*:*_1_*:*_11974578_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 12:08 AM
[TC]- Search control based on the text entered in the search box,TOB-205,10229,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:31 AM,22/Feb/24 12:08 AM,05/Mar/24 6:02 PM,22/Feb/24 12:08 AM,,0,"Kullanıcının arama yaptığı eğitim sistemde yok veya tanımlı değil ise ekranda uyarı gösterilmelidir. ”Tüm Eğitimlerim” , “Devam Ettiklerim” , “Tamamladıklarım” başlıklarına ait uyarılar farklı gösterilmelidir.",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6477f05a,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:k,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_677878951_*|*_3_*:*_1_*:*_11969256_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 12:08 AM
[TC]-Search box control,TOB-204,10228,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:23 AM,22/Feb/24 12:13 AM,05/Mar/24 6:02 PM,22/Feb/24 12:13 AM,,0,"Kullanıcı eğitimleri arasında arama yapmak istediğinde arama butonuna basmadan klavyeden girilen karakter veya metne göre ekranda eş zamanlı bir filtreleme olmalı.Arama kutusunda herhangi bir karakter sınırlaması olmamalıdır.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@61fcd4a7,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:d,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_678352887_*|*_3_*:*_1_*:*_12227760_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 12:13 AM
[TC]- “My Favorites” header area on the My Trainings page.,TOB-203,10227,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:20 AM,22/Feb/24 12:13 AM,05/Mar/24 6:02 PM,22/Feb/24 12:13 AM,,0,"“Favorilerim” alanında her kullanıcıya ait eğitimlerin gösterilmesi,eğitimlerin
birer kutu içinde olmalı ve kutularda eğitime ait fotoğraflar ve eğitimin ne olduğuna dair başlıklar bulunmalı.Tek bir sayfada olmalı ve yan yana 4 adet olacak şekilde gösterilmelidir.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@48523209,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:f,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_678552796_*|*_3_*:*_1_*:*_12230140_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 12:13 AM
"[TC]-""Completed"" heading area on the My Trainings page.",TOB-202,10226,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:16 AM,22/Feb/24 12:08 AM,05/Mar/24 6:02 PM,22/Feb/24 12:08 AM,,0,"“Tamamladıklarım” alanında her kullanıcıya ait eğitimlerin gösterilmesi,eğitimlerin
birer kutu içinde olmalı ve kutularda eğitime ait fotoğraflar ve eğitimin ne olduğuna dair başlıklar bulunmalı.Tek bir sayfada olmalı ve yan yana 4 adet olacak şekilde gösterilmelidir.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7c324f93,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:j,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_678788700_*|*_3_*:*_1_*:*_11968864_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 12:08 AM
"[TC]- ""Continued"" heading area on the My Trainings page.",TOB-201,10225,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:12 AM,22/Feb/24 12:13 AM,05/Mar/24 6:02 PM,22/Feb/24 12:13 AM,,0,"“Devam Ettiklerim” alanında her kullanıcıya ait eğitimlerin gösterilmesi,eğitimlerin
birer kutu içinde olmalı ve kutularda eğitime ait fotoğraflar ve eğitimin ne olduğuna dair başlıklar bulunmalı.Tek bir sayfada olmalı ve yan yana 4 adet olacak şekilde gösterilmelidir.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@659b721c,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:ai,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_679023626_*|*_3_*:*_1_*:*_12228861_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 12:13 AM
[TC]-“All My Trainings” heading area in my trainings.,TOB-200,10224,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:04 AM,22/Feb/24 12:13 AM,05/Mar/24 6:02 PM,22/Feb/24 12:13 AM,,0,"“Tüm Eğitimlerin” alanında her kullanıcıya ait eğitimlerin gösterilmesi,eğitimlerin
birer kutu içinde olmalı ve kutularda eğitime ait fotoğraflar ve eğitimin ne olduğuna dair başlıklar bulunmalı.Tek bir sayfada olmalı ve yan yana 4 adet olacak şekilde gösterilmelidir.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e0eebb0,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:b,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_679467240_*|*_3_*:*_1_*:*_12227682_*|*_10020_*:*_1_*:*_0,Done,22/Feb/24 12:13 AM
[TS]-My education area,TOB-199,10223,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,14/Feb/24 12:03 AM,21/Feb/24 4:39 PM,05/Mar/24 6:02 PM,21/Feb/24 4:39 PM,,0,Eğitimlerim alanı kontrolü.,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a87fe25,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzy,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_661373085_*|*_3_*:*_1_*:*_3188569_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 4:39 PM
[TC]-Checking whether users have previously taken the technical knowledge test.,TOB-198,10222,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,13/Feb/24 11:54 PM,21/Feb/24 4:39 PM,05/Mar/24 6:02 PM,21/Feb/24 4:39 PM,,0,"Kullanici eğer önceden buradaki testlerden birini çözdüyse “Başla” butonu yerine “Raporu Görüntüle” butonunu görmeli ve buton yardimiyla sinava ait bilgiler ile sinav sonuçlarini görebileceği “raporu görüntüle” butonunun olduğu bir  pop-up ekrani acilmalidir. 
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@acb08fd,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzzy,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_661953910_*|*_3_*:*_1_*:*_3138208_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 4:39 PM
[TC]-An area where users can test their technical knowledge.,TOB-197,10221,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,13/Feb/24 11:48 PM,21/Feb/24 11:26 PM,05/Mar/24 6:02 PM,21/Feb/24 11:25 PM,,0,"İlgili testler kutucuklar içerisinde alt alta 5 adet test başliği olacak şekilde ekranda gösterilmelidir. Her test başliğina ait kutucuğun sağ tarafinda “Başla” butonu yer almalidir. Kullanici “Başla” butonuna tikladiğinda ilgili yetkinlik testine
yönlendirilmelidir.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e19411e,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:o,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_662298419_*|*_3_*:*_1_*:*_27528616_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 11:25 PM
"[TC]-Tobeto here is the ""Start"" button control located under the Success Model area",TOB-196,10220,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,13/Feb/24 11:41 PM,21/Feb/24 11:25 PM,05/Mar/24 6:02 PM,21/Feb/24 11:25 PM,,0,"Kullanıcıyı karşılayan “Yetkinliklerini ölç, bilgilerini test et.”  yazısı altında.
 “Tobeto Işte Başarı Modeli” başlıklı bir yazı olmalıdır. Yazının hemen altında “80 Soru ile yetkinliklerini ölç, önerilen eğitimleri tamamla, rozetini kazan.” yazısı yer almalıdır. Alanın en altında ise “Başla” butonu yer almalıdır. Kullanıcı başla butonuna tıkladığında ilgili test sorularının olduğu sayfaya yönlendirilmelidir.
",,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@679a9dcc,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:m,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_662756388_*|*_3_*:*_1_*:*_27532015_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 11:25 PM
[TS]-Reviews area,TOB-195,10219,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,13/Feb/24 11:39 PM,21/Feb/24 4:39 PM,05/Mar/24 6:02 PM,21/Feb/24 4:39 PM,,0,,,Yasin Turgut,712020:c7948410-318b-48be-9481-8f5ca7cb0f4e,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e9a7745,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzzx,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_662861223_*|*_3_*:*_1_*:*_3137158_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 4:39 PM
[TS]-Home page,TOB-194,10218,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 11:13 PM,21/Feb/24 8:48 PM,05/Mar/24 6:02 PM,21/Feb/24 8:48 PM,,0,,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@69d73979,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzzv,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_664408010_*|*_3_*:*_1_*:*_18113473_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 8:48 PM
[TC]-Content and Features of Pop-up Screen,TOB-193,10217,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 10:59 PM,21/Feb/24 8:48 PM,05/Mar/24 6:02 PM,21/Feb/24 8:48 PM,,0,Açılan pop-up ekranın içeriğinin ve özelliklerinin doğru bir şekilde gösterilip gösterilmediğini kontrol etmek,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b5f94c1,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzzr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_665237554_*|*_3_*:*_1_*:*_18142516_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 8:48 PM
[TC]-Opening the Pop-up Screen When Clicking the Detail Button,TOB-192,10216,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 10:55 PM,21/Feb/24 8:48 PM,05/Mar/24 6:02 PM,21/Feb/24 8:48 PM,,0,Detay butonuna tıklandığında bir pop-up ekranın sayfanın sağ tarafında başarılı bir şekilde açılmasını kontrol etmek,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@31511d6c,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzzi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_665432093_*|*_3_*:*_1_*:*_18153462_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 8:48 PM
[TC]- Display of Training Videos and Detail Button,TOB-191,10215,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 10:50 PM,21/Feb/24 8:48 PM,05/Mar/24 6:02 PM,21/Feb/24 8:48 PM,,0,Sayfanın sağ tarafında eğitim videolarının ve bu videolara ait bilgilerin düzenli bir şekilde gösterilmesini kontrol etmek,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4213b0eb,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzx,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_665745620_*|*_3_*:*_1_*:*_18165519_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 8:48 PM
[TC]-Collecting and Displaying Contents Under Main Headings,TOB-190,10214,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 10:38 PM,21/Feb/24 8:48 PM,05/Mar/24 5:57 PM,21/Feb/24 8:48 PM,,0,Kullanıcının eğitim içeriğine erişimini kolaylaştırmak ve ana başlıklar altında ders içeriklerini listelendiğini kontrol etmek,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2a05a9f6,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzv,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_666484877_*|*_3_*:*_1_*:*_18163313_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 8:48 PM
[TC]-Content Display and Icon,TOB-189,10213,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 10:28 PM,21/Feb/24 8:48 PM,05/Mar/24 6:02 PM,21/Feb/24 8:48 PM,,0,Kullanıcının eğitim içeriğine erişmesini ve içeriği tamamlama durumuna göre uygun ikonların sağlanmasını kontrol etmek,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3507999b,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzzzzzzzzzr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_667088558_*|*_3_*:*_1_*:*_18161291_*|*_10020_*:*_1_*:*_0,Done,21/Feb/24 8:48 PM
